DrugBank_ID,Drug_Name,UniProt_ID
DB00589,Lisuride,P18089
DB00589,Lisuride,P18825
DB00589,Lisuride,P34969
DB00590,Doxazosin,P35348
DB00590,Doxazosin,P25100
DB00590,Doxazosin,Q12809
DB00590,Doxazosin,P35368
DB00591,Fluocinolone acetonide,P04150
DB00591,Fluocinolone acetonide,P04083
DB00591,Fluocinolone acetonide,P07355
DB00591,Fluocinolone acetonide,P12429
DB00591,Fluocinolone acetonide,P09525
DB00591,Fluocinolone acetonide,P08758
DB00591,Fluocinolone acetonide,P04054
DB00592,Piperazine,P28472
DB00593,Ethosuximide,O43497
DB00594,Amiloride,P37088
DB00594,Amiloride,P51168
DB00594,Amiloride,P51170
DB00594,Amiloride,P51172
DB00594,Amiloride,P19801
DB00594,Amiloride,Q16515
DB00594,Amiloride,P78348
DB00594,Amiloride,P19634
DB00594,Amiloride,P00749
DB00596,Ulobetasol,P04150
DB00596,Ulobetasol,P62508
DB00596,Ulobetasol,O95718
DB00596,Ulobetasol,P11474
DB00598,Labetalol,P08588
DB00598,Labetalol,P07550
DB00598,Labetalol,P35348
DB00599,Thiopental,P14867
DB00599,Thiopental,P47869
DB00599,Thiopental,P34903
DB00599,Thiopental,P48169
DB00599,Thiopental,P31644
DB00599,Thiopental,Q16445
DB00599,Thiopental,P43681
DB00599,Thiopental,P36544
DB00599,Thiopental,P42262
DB00599,Thiopental,Q13002
DB00599,Thiopental,O00519
DB00599,Thiopental,P20309
DB00600,Monobenzone,P14679
DB00603,Medroxyprogesterone acetate,P06401
DB00603,Medroxyprogesterone acetate,P03372
DB00603,Medroxyprogesterone acetate,P08183
DB00603,Medroxyprogesterone acetate,P14867
DB00604,Cisapride,Q13639
DB00604,Cisapride,P46098
DB00604,Cisapride,P28223
DB00604,Cisapride,Q12809
DB00605,Sulindac,P35354
DB00605,Sulindac,P15121
DB00605,Sulindac,P23219
DB00605,Sulindac,P27361
DB00605,Sulindac,Q03181
DB00605,Sulindac,Q9Y5Y4
DB00605,Sulindac,O60218
DB00606,Cyclothiazide,P54710
DB00606,Cyclothiazide,P00915
DB00606,Cyclothiazide,P00918
DB00606,Cyclothiazide,Q6FHJ7
DB00608,Chloroquine,Q16570
DB00608,Chloroquine,P09210
DB00608,Chloroquine,P01375
DB00608,Chloroquine,Q9NR96
DB00608,Chloroquine,P09429
DB00608,Chloroquine,P09488
DB00608,Chloroquine,Q9BYF1
DB00609,Ethionamide,Q16236
DB00610,Metaraminol,P35348
DB00610,Metaraminol,P14416
DB00611,Butorphanol,P41145
DB00611,Butorphanol,P41143
DB00611,Butorphanol,P35372
DB00612,Bisoprolol,P08588
DB00612,Bisoprolol,P07550
DB00613,Amodiaquine,P50135
DB00615,Rifabutin,P07900
DB00615,Rifabutin,P14625
DB00617,Paramethadione,Q9P0X4
DB00617,Paramethadione,O43497
DB00618,Demeclocycline,P30518
DB00619,Imatinib,P11274
DB00619,Imatinib,P10721
DB00619,Imatinib,P07949
DB00619,Imatinib,P16234
DB00619,Imatinib,P00519
DB00619,Imatinib,P09619
DB00619,Imatinib,P07333
DB00619,Imatinib,Q08345
DB00619,Imatinib,Q16832
DB00619,Imatinib,Q07820
DB00620,Triamcinolone,P04150
DB00621,Oxandrolone,P10275
DB00622,Nicardipine,Q13936
DB00622,Nicardipine,Q08289
DB00622,Nicardipine,P54289
DB00622,Nicardipine,Q01668
DB00622,Nicardipine,P54750
DB00622,Nicardipine,Q01064
DB00622,Nicardipine,P35348
DB00622,Nicardipine,P35368
DB00622,Nicardipine,P25100
DB00622,Nicardipine,P11229
DB00622,Nicardipine,P08172
DB00622,Nicardipine,P20309
DB00622,Nicardipine,P08173
DB00622,Nicardipine,P08912
DB00622,Nicardipine,Q06432
DB00622,Nicardipine,O43497
DB00622,Nicardipine,O95180
DB00622,Nicardipine,Q9P0X4
DB00622,Nicardipine,P0DP23
DB00623,Fluphenazine,P14416
DB00623,Fluphenazine,P21728
DB00623,Fluphenazine,P28222
DB00623,Fluphenazine,P10275
DB00623,Fluphenazine,P28223
DB00623,Fluphenazine,P28335
DB00623,Fluphenazine,P0DP23
DB00624,Testosterone,P10275
DB00624,Testosterone,P03372
DB00624,Testosterone,P08235
DB00626,Bacitracin,P14735
DB00626,Bacitracin,P01023
DB00627,Niacin,P49019
DB00627,Niacin,Q8TDS4
DB00627,Niacin,Q15274
DB00627,Niacin,P40261
DB00627,Niacin,Q96PD7
DB00628,Clorazepic acid,P14867
DB00628,Clorazepic acid,P30536
DB00629,Guanabenz,P08913
DB00629,Guanabenz,P18089
DB00630,Alendronic acid,P14324
DB00630,Alendronic acid,P29074
DB00630,Alendronic acid,Q13332
DB00630,Alendronic acid,P23469
DB00630,Alendronic acid,P38606
DB00631,Clofarabine,P09884
DB00631,Clofarabine,P23921
DB00631,Clofarabine,Q7LG56
DB00631,Clofarabine,P31350
DB00633,Dexmedetomidine,P08913
DB00635,Prednisone,P04150
DB00636,Clofibrate,Q07869
DB00636,Clofibrate,P06858
DB00637,Astemizole,P35367
DB00637,Astemizole,Q12809
DB00637,Astemizole,O95259
DB00637,Astemizole,P10636
DB00638,Inulin,P01308
DB00640,Adenosine,P30542
DB00640,Adenosine,P29274
DB00640,Adenosine,P29275
DB00640,Adenosine,P0DMS8
DB00641,Simvastatin,P04035
DB00641,Simvastatin,P20701
DB00641,Simvastatin,Q92769
DB00642,Pemetrexed,P04818
DB00642,Pemetrexed,P31939
DB00642,Pemetrexed,P00374
DB00642,Pemetrexed,P22102
DB00643,Mebendazole,Q71U36
DB00643,Mebendazole,P68371
DB00644,Gonadorelin,P30968
DB00644,Gonadorelin,Q96P88
DB00645,Dyclonine,Q9Y5Y9
DB00645,Dyclonine,Q14524
DB00647,Dextropropoxyphene,P35372
DB00647,Dextropropoxyphene,P41143
DB00647,Dextropropoxyphene,P41145
DB00647,Dextropropoxyphene,Q05586
DB00648,Mitotane,P15538
DB00648,Mitotane,P03372
DB00648,Mitotane,P06401
DB00648,Mitotane,P10275
DB00648,Mitotane,P10109
DB00650,Leucovorin,P00374
DB00650,Leucovorin,Q96NT5
DB00651,Dyphylline,Q07343
DB00651,Dyphylline,P27815
DB00651,Dyphylline,Q08493
DB00651,Dyphylline,Q08499
DB00651,Dyphylline,P30542
DB00651,Dyphylline,P29274
DB00651,Dyphylline,P21589
DB00652,Pentazocine,Q99720
DB00652,Pentazocine,P35372
DB00652,Pentazocine,P41145
DB00653,Magnesium sulfate,Q13936
DB00654,Latanoprost,P43088
DB00655,Estrone,P03372
DB00655,Estrone,Q92731
DB00655,Estrone,P10275
DB00655,Estrone,P11511
DB00655,Estrone,P04278
DB00656,Trazodone,P28223
DB00656,Trazodone,P28335
DB00656,Trazodone,P31645
DB00656,Trazodone,P08908
DB00656,Trazodone,P35367
DB00656,Trazodone,P35348
DB00656,Trazodone,P08913
DB00657,Mecamylamine,Q15822
DB00657,Mecamylamine,P36544
DB00657,Mecamylamine,P43681
DB00657,Mecamylamine,P17787
DB00659,Acamprosate,Q05586
DB00659,Acamprosate,P41594
DB00659,Acamprosate,Q9UBS5
DB00661,Verapamil,Q13936
DB00661,Verapamil,Q00975
DB00661,Verapamil,O00555
DB00661,Verapamil,Q14654
DB00661,Verapamil,O43497
DB00661,Verapamil,O95180
DB00661,Verapamil,Q12809
DB00661,Verapamil,P31645
DB00661,Verapamil,P35348
DB00661,Verapamil,P35368
DB00661,Verapamil,P25100
DB00661,Verapamil,Q06432
DB00661,Verapamil,P08183
DB00662,Trimethobenzamide,P14416
DB00663,Flumethasone,P04150
DB00663,Flumethasone,P62508
DB00663,Flumethasone,O95718
DB00663,Flumethasone,P11474
DB00665,Nilutamide,P10275
DB00666,Nafarelin,P30968
DB00666,Nafarelin,Q96P88
DB00668,Epinephrine,P35348
DB00668,Epinephrine,P35368
DB00668,Epinephrine,P08588
DB00668,Epinephrine,P07550
DB00668,Epinephrine,P08913
DB00668,Epinephrine,P18089
DB00668,Epinephrine,P25100
DB00668,Epinephrine,P01375
DB00669,Sumatriptan,P08908
DB00669,Sumatriptan,P28221
DB00669,Sumatriptan,P28222
DB00669,Sumatriptan,P30939
DB00670,Pirenzepine,P11229
DB00672,Chlorpropamide,Q09428
DB00672,Chlorpropamide,P78508
DB00673,Aprepitant,P25103
DB00674,Galantamine,P22303
DB00674,Galantamine,P36544
DB00674,Galantamine,A9X444
DB00674,Galantamine,P06276
DB00675,Tamoxifen,P03372
DB00675,Tamoxifen,Q92731
DB00675,Tamoxifen,P17252
DB00675,Tamoxifen,P04278
DB00675,Tamoxifen,Q15125
DB00675,Tamoxifen,P10275
DB00675,Tamoxifen,Q12809
DB00675,Tamoxifen,O75469
DB00675,Tamoxifen,P62508
DB00675,Tamoxifen,P45983
DB00676,Benzyl benzoate,Q05469
DB00677,Isoflurophate,P22303
DB00677,Isoflurophate,P06276
DB00677,Isoflurophate,P02787
DB00678,Losartan,P19235
DB00678,Losartan,P30556
DB00679,Thioridazine,P14416
DB00679,Thioridazine,P21728
DB00679,Thioridazine,P35348
DB00679,Thioridazine,P35368
DB00679,Thioridazine,P28223
DB00679,Thioridazine,Q12809
DB00680,Moricizine,Q14524
DB00682,Warfarin,Q9BQB6
DB00682,Warfarin,O75469
DB00683,Midazolam,P14867
DB00683,Midazolam,P30536
DB00683,Midazolam,P29274
DB00685,Trovafloxacin,P11388
DB00686,Pentosan polysulfate,P09038
DB00686,Pentosan polysulfate,P05230
DB00686,Pentosan polysulfate,P08620
DB00687,Fludrocortisone,P08235
DB00687,Fludrocortisone,P10275
DB00687,Fludrocortisone,P04150
DB00688,Mycophenolate mofetil,P20839
DB00688,Mycophenolate mofetil,P12268
DB00688,Mycophenolate mofetil,P43116
DB00688,Mycophenolate mofetil,Q03393
DB00690,Flurazepam,P14867
DB00690,Flurazepam,P30536
DB00691,Moexipril,P12821
DB00692,Phentolamine,P35348
DB00692,Phentolamine,P08913
DB00692,Phentolamine,P14416
DB00692,Phentolamine,Q14654
DB00693,Fluorescein,Q8TCC7
DB00693,Fluorescein,P06310
DB00694,Daunorubicin,P11388
DB00694,Daunorubicin,Q02880
DB00695,Furosemide,Q13621
DB00695,Furosemide,P00918
DB00695,Furosemide,Q9HC97
DB00696,Ergotamine,P28221
DB00696,Ergotamine,P28222
DB00696,Ergotamine,P28223
DB00696,Ergotamine,P35348
DB00696,Ergotamine,P35368
DB00696,Ergotamine,P25100
DB00696,Ergotamine,P14416
DB00696,Ergotamine,P08913
DB00696,Ergotamine,P21728
DB00696,Ergotamine,P08908
DB00696,Ergotamine,P30939
DB00696,Ergotamine,P28335
DB00696,Ergotamine,P41595
DB00696,Ergotamine,P18825
DB00697,Tizanidine,P35348
DB00697,Tizanidine,P08913
DB00697,Tizanidine,Q9Y2I1
DB00699,Nicergoline,P35348
DB00700,Eplerenone,P08235
DB00703,Methazolamide,P00915
DB00703,Methazolamide,P22748
DB00703,Methazolamide,P00918
DB00703,Methazolamide,P43166
DB00703,Methazolamide,P07451
DB00704,Naltrexone,P35372
DB00704,Naltrexone,P41145
DB00704,Naltrexone,P41143
DB00704,Naltrexone,Q99720
DB00706,Tamsulosin,P35348
DB00706,Tamsulosin,P25100
DB00706,Tamsulosin,P35368
DB00707,Porfimer sodium,P01130
DB00707,Porfimer sodium,P12314
DB00708,Sufentanil,P35372
DB00708,Sufentanil,P41143
DB00708,Sufentanil,P41145
DB00710,Ibandronate,O95749
DB00710,Ibandronate,P14324
DB00711,Diethylcarbamazine,P09917
DB00711,Diethylcarbamazine,P23219
DB00712,Flurbiprofen,P35354
DB00712,Flurbiprofen,P23219
DB00713,Oxacillin,P46059
DB00713,Oxacillin,Q16348
DB00714,Apomorphine,P21917
DB00714,Apomorphine,P14416
DB00714,Apomorphine,P35462
DB00714,Apomorphine,P21918
DB00714,Apomorphine,P21728
DB00714,Apomorphine,P28335
DB00714,Apomorphine,P18825
DB00714,Apomorphine,P18089
DB00714,Apomorphine,P08908
DB00714,Apomorphine,P28223
DB00714,Apomorphine,P41595
DB00714,Apomorphine,P08913
DB00714,Apomorphine,P28221
DB00714,Apomorphine,P28222
DB00715,Paroxetine,P31645
DB00715,Paroxetine,P23975
DB00715,Paroxetine,P28223
DB00715,Paroxetine,P35348
DB00715,Paroxetine,P08913
DB00715,Paroxetine,P08588
DB00715,Paroxetine,P14416
DB00715,Paroxetine,P35367
DB00715,Paroxetine,P11229
DB00715,Paroxetine,P41595
DB00715,Paroxetine,P21728
DB00716,Nedocromil,Q9Y271
DB00716,Nedocromil,Q9NS75
DB00716,Nedocromil,P21462
DB00716,Nedocromil,Q13258
DB00717,Norethisterone,P06401
DB00717,Norethisterone,P10275
DB00717,Norethisterone,P04150
DB00719,Azatadine,P35367
DB00720,Clodronic acid,P12235
DB00720,Clodronic acid,P05141
DB00720,Clodronic acid,P12236
DB00721,Procaine,Q9Y5Y9
DB00721,Procaine,Q8TCU5
DB00721,Procaine,P46098
DB00721,Procaine,Q01959
DB00721,Procaine,Q15822
DB00721,Procaine,Q12791
DB00721,Procaine,P47712
DB00721,Procaine,Q86U10
DB00721,Procaine,P21397
DB00721,Procaine,P26358
DB00721,Procaine,Q9Y6K1
DB00722,Lisinopril,P12821
DB00722,Lisinopril,P00797
DB00723,Methoxamine,P35348
DB00723,Methoxamine,P25100
DB00723,Methoxamine,P35368
DB00724,Imiquimod,Q9NYK1
DB00724,Imiquimod,Q9NR97
DB00725,Homatropine methylbromide,P08172
DB00725,Homatropine methylbromide,P11229
DB00725,Homatropine methylbromide,P08173
DB00725,Homatropine methylbromide,P08912
DB00725,Homatropine methylbromide,P20309
DB00726,Trimipramine,P31645
DB00726,Trimipramine,P23975
DB00726,Trimipramine,Q01959
DB00726,Trimipramine,P28223
DB00726,Trimipramine,P08908
DB00726,Trimipramine,P35348
DB00726,Trimipramine,P35368
DB00726,Trimipramine,P14416
DB00726,Trimipramine,P18089
DB00726,Trimipramine,P35367
DB00726,Trimipramine,P28335
DB00726,Trimipramine,P46098
DB00726,Trimipramine,P28221
DB00726,Trimipramine,P08913
DB00726,Trimipramine,P21728
DB00726,Trimipramine,P08588
DB00726,Trimipramine,P11229
DB00727,Nitroglycerin,Q02153
DB00727,Nitroglycerin,Q02108
DB00727,Nitroglycerin,P00533
DB00727,Nitroglycerin,P16066
DB00728,Rocuronium,Q15822
DB00728,Rocuronium,P08172
DB00728,Rocuronium,P46098
DB00731,Nateglinide,Q09428
DB00731,Nateglinide,P37231
DB00732,Atracurium besylate,Q15822
DB00733,Pralidoxime,P22303
DB00733,Pralidoxime,P06276
DB00734,Risperidone,P28223
DB00734,Risperidone,P14416
DB00734,Risperidone,P35368
DB00734,Risperidone,P18089
DB00734,Risperidone,P35348
DB00734,Risperidone,P18825
DB00734,Risperidone,P35367
DB00734,Risperidone,P28335
DB00734,Risperidone,P28221
DB00734,Risperidone,P08908
DB00734,Risperidone,P34969
DB00734,Risperidone,P21728
DB00735,Naftifine,Q14534
DB00736,Esomeprazole,P20648
DB00736,Esomeprazole,P51164
DB00736,Esomeprazole,O94760
DB00737,Meclizine,P35367
DB00737,Meclizine,Q14994
DB00738,Pentamidine,Q15661
DB00738,Pentamidine,O14717
DB00740,Riluzole,Q14524
DB00740,Riluzole,Q9UPY5
DB00740,Riluzole,Q9UI33
DB00741,Hydrocortisone,P04150
DB00741,Hydrocortisone,P04083
DB00743,Gadobenic acid,P02768
DB00744,Zileuton,P09917
DB00745,Modafinil,Q01959
DB00745,Modafinil,P35368
DB00746,Deferoxamine,P05067
DB00747,Scopolamine,P11229
DB00747,Scopolamine,P08172
DB00747,Scopolamine,P20309
DB00747,Scopolamine,P08173
DB00747,Scopolamine,P08912
DB00747,Scopolamine,P43681
DB00747,Scopolamine,P17787
DB00747,Scopolamine,P14410
DB00748,Carbinoxamine,P35367
DB00749,Etodolac,P35354
DB00749,Etodolac,P23219
DB00749,Etodolac,P19793
DB00750,Prilocaine,Q14524
DB00751,Epinastine,P35367
DB00751,Epinastine,P25021
DB00751,Epinastine,P28223
DB00751,Epinastine,P34969
DB00751,Epinastine,P35348
DB00751,Epinastine,P08913
DB00752,Tranylcypromine,P27338
DB00752,Tranylcypromine,P21397
DB00753,Isoflurane,P14867
DB00753,Isoflurane,P98194
DB00753,Isoflurane,P23415
DB00753,Isoflurane,P42261
DB00753,Isoflurane,Q09470
DB00753,Isoflurane,P30049
DB00753,Isoflurane,P43681
DB00753,Isoflurane,P17787
DB00753,Isoflurane,P0DP23
DB00754,Ethotoin,Q14524
DB00754,Ethotoin,O75469
DB00755,Tretinoin,P10276
DB00755,Tretinoin,P10826
DB00755,Tretinoin,P13631
DB00755,Tretinoin,P28702
DB00755,Tretinoin,P48443
DB00755,Tretinoin,P19793
DB00755,Tretinoin,P29762
DB00755,Tretinoin,P49788
DB00755,Tretinoin,P00352
DB00755,Tretinoin,O94788
DB00755,Tretinoin,Q8NFJ5
DB00755,Tretinoin,P31025
DB00755,Tretinoin,Q9NY56
DB00755,Tretinoin,P02753
DB00755,Tretinoin,Q16654
DB00755,Tretinoin,Q14081
DB00756,Hexachlorophene,O14521
DB00756,Hexachlorophene,P00367
DB00756,Hexachlorophene,P03372
DB00757,Dolasetron,P46098
DB00758,Clopidogrel,Q9H244
DB00759,Tetracycline,P04156
DB00761,Potassium chloride,P55011
DB00761,Potassium chloride,Q13621
DB00761,Potassium chloride,Q9H2X9
DB00761,Potassium chloride,Q9UHW9
DB00761,Potassium chloride,Q9Y666
DB00761,Potassium chloride,Q9UP95
DB00762,Irinotecan,Q969P6
DB00762,Irinotecan,P11387
DB00763,Methimazole,P07202
DB00764,Mometasone,P04150
DB00764,Mometasone,P06401
DB00765,Metyrosine,P07101
DB00767,Benzquinamide,P35367
DB00767,Benzquinamide,P08173
DB00767,Benzquinamide,P11229
DB00767,Benzquinamide,P08912
DB00767,Benzquinamide,P08172
DB00767,Benzquinamide,P20309
DB00768,Olopatadine,P35367
DB00768,Olopatadine,P25021
DB00768,Olopatadine,Q9Y5N1
DB00768,Olopatadine,P23297
DB00768,Olopatadine,P80511
DB00768,Olopatadine,P04271
DB00768,Olopatadine,Q99584
DB00768,Olopatadine,P29034
DB00769,Hydrocortamate,P04150
DB00770,Alprostadil,P34995
DB00770,Alprostadil,P43116
DB00770,Alprostadil,P43115
DB00770,Alprostadil,P35408
DB00770,Alprostadil,P21731
DB00770,Alprostadil,Q9Y5Y4
DB00771,Clidinium,P11229
DB00772,Malathion,P06276
DB00772,Malathion,P22303
DB00773,Etoposide,P11388
DB00773,Etoposide,Q02880
DB00774,Hydroflumethiazide,Q13621
DB00774,Hydroflumethiazide,P43166
DB00774,Hydroflumethiazide,Q16790
DB00774,Hydroflumethiazide,P05023
DB00774,Hydroflumethiazide,Q12791
DB00774,Hydroflumethiazide,P00915
DB00774,Hydroflumethiazide,P00918
DB00774,Hydroflumethiazide,P22748
DB00774,Hydroflumethiazide,O43570
DB00775,Tirofiban,P08514
DB00775,Tirofiban,P05106
DB00776,Oxcarbazepine,Q9UI33
DB00776,Oxcarbazepine,P35498
DB00777,Propiomazine,P35367
DB00777,Propiomazine,P11229
DB00777,Propiomazine,P35348
DB00777,Propiomazine,P14416
DB00777,Propiomazine,P28223
DB00777,Propiomazine,P28335
DB00778,Roxithromycin,P08183
DB00780,Phenelzine,P21397
DB00780,Phenelzine,P27338
DB00780,Phenelzine,Q16853
DB00780,Phenelzine,P80404
DB00780,Phenelzine,P24298
DB00780,Phenelzine,Q8TD30
DB00780,Phenelzine,Q9UGI5
DB00782,Propantheline,P11229
DB00783,Estradiol,P03372
DB00783,Estradiol,Q92731
DB00783,Estradiol,O75469
DB00783,Estradiol,P43681
DB00783,Estradiol,Q99527
DB00783,Estradiol,P00846
DB00783,Estradiol,Q14457
DB00784,Mefenamic acid,P35354
DB00784,Mefenamic acid,P23219
DB00785,Cryptenamine,P08172
DB00785,Cryptenamine,P08588
DB00788,Naproxen,P23219
DB00788,Naproxen,P35354
DB00788,Naproxen,P16233
DB00789,Gadopentetic acid,P52209
DB00790,Perindopril,P12821
DB00790,Perindopril,Q6FHJ7
DB00792,Tripelennamine,P35367
DB00794,Primidone,P47869
DB00794,Primidone,P34903
DB00794,Primidone,P48169
DB00794,Primidone,P31644
DB00794,Primidone,Q16445
DB00794,Primidone,P14867
DB00794,Primidone,P43681
DB00794,Primidone,P36544
DB00794,Primidone,P42262
DB00794,Primidone,Q13002
DB00795,Sulfasalazine,P09917
DB00795,Sulfasalazine,P35354
DB00795,Sulfasalazine,P23219
DB00795,Sulfasalazine,P24752
DB00795,Sulfasalazine,P04054
DB00795,Sulfasalazine,O14920
DB00795,Sulfasalazine,Q04864
DB00795,Sulfasalazine,Q01201
DB00795,Sulfasalazine,Q04206
DB00795,Sulfasalazine,Q9UNQ0
DB00795,Sulfasalazine,Q9UPY5
DB00795,Sulfasalazine,P19838
DB00795,Sulfasalazine,Q00653
DB00795,Sulfasalazine,O15111
DB00795,Sulfasalazine,P37231
DB00796,Candesartan cilexetil,P30556
DB00797,Tolazoline,P35348
DB00797,Tolazoline,P14416
DB00797,Tolazoline,P08913
DB00797,Tolazoline,P35367
DB00797,Tolazoline,P25021
DB00797,Tolazoline,P18825
DB00797,Tolazoline,P18089
DB00799,Tazarotene,P10276
DB00799,Tazarotene,P28702
DB00799,Tazarotene,P13631
DB00799,Tazarotene,P10826
DB00800,Fenoldopam,P21918
DB00800,Fenoldopam,P21728
DB00800,Fenoldopam,P35368
DB00800,Fenoldopam,P25100
DB00800,Fenoldopam,P35348
DB00800,Fenoldopam,P18089
DB00800,Fenoldopam,P18825
DB00800,Fenoldopam,P08913
DB00801,Halazepam,P14867
DB00801,Halazepam,P30536
DB00802,Alfentanil,P35372
DB00804,Dicyclomine,P11229
DB00804,Dicyclomine,P20309
DB00804,Dicyclomine,P08172
DB00805,Minaprine,P21397
DB00805,Minaprine,P41595
DB00805,Minaprine,P28223
DB00805,Minaprine,P28335
DB00805,Minaprine,P22303
DB00805,Minaprine,P31645
DB00805,Minaprine,P21728
DB00805,Minaprine,P14416
DB00805,Minaprine,P11229
DB00806,Pentoxifylline,P29274
DB00806,Pentoxifylline,P21589
DB00806,Pentoxifylline,P01375
DB00806,Pentoxifylline,P30542
DB00807,Proparacaine,Q9Y5Y9
DB00808,Indapamide,P55017
DB00808,Indapamide,P51787
DB00809,Tropicamide,P08173
DB00809,Tropicamide,P11229
DB00809,Tropicamide,P08172
DB00809,Tropicamide,P20309
DB00810,Biperiden,P11229
DB00811,Ribavirin,P20839
DB00811,Ribavirin,P12268
DB00812,Phenylbutazone,P23219
DB00812,Phenylbutazone,P35354
DB00812,Phenylbutazone,Q16647
DB00813,Fentanyl,P35372
DB00813,Fentanyl,P41143
DB00813,Fentanyl,P41145
DB00813,Fentanyl,P08183
DB00814,Meloxicam,P35354
DB00814,Meloxicam,P23219
DB00815,Sodium lauryl sulfate,P02768
DB00816,Orciprenaline,P07550
DB00817,Rosoxacin,Q02880
DB00817,Rosoxacin,P11388
DB00818,Propofol,P47870
DB00818,Propofol,P28472
DB00818,Propofol,P14867
DB00818,Propofol,P35499
DB00818,Propofol,Q99250
DB00819,Acetazolamide,P00915
DB00819,Acetazolamide,P00918
DB00819,Acetazolamide,P22748
DB00819,Acetazolamide,O43570
DB00819,Acetazolamide,Q9ULX7
DB00819,Acetazolamide,P07451
DB00819,Acetazolamide,P43166
DB00819,Acetazolamide,P29972
DB00820,Tadalafil,O76074
DB00820,Tadalafil,Q9HCR9
DB00820,Tadalafil,P18545
DB00821,Carprofen,P35354
DB00821,Carprofen,P23219
DB00822,Disulfiram,P09172
DB00822,Disulfiram,P05091
DB00822,Disulfiram,P51648
DB00823,Ethynodiol diacetate,P06401
DB00823,Ethynodiol diacetate,P03372
DB00824,Enprofylline,Q07343
DB00824,Enprofylline,P29275
DB00824,Enprofylline,P27815
DB00824,Enprofylline,P21589
DB00824,Enprofylline,P30542
DB00824,Enprofylline,P29274
DB00824,Enprofylline,P0DMS8
DB00825,Levomenthol,Q7Z2W7
DB00825,Levomenthol,O75762
DB00825,Levomenthol,Q8NET8
DB00825,Levomenthol,Q13936
DB00825,Levomenthol,P41145
DB00827,Cinoxacin,Q02880
DB00827,Cinoxacin,P11388
DB00829,Diazepam,P14867
DB00829,Diazepam,P30536
DB00830,Phenmetrazine,P23975
DB00830,Phenmetrazine,Q01959
DB00831,Trifluoperazine,P14416
DB00831,Trifluoperazine,Q9NYX4
DB00831,Trifluoperazine,P35348
DB00831,Trifluoperazine,P0DP25
DB00831,Trifluoperazine,P0DP24
DB00831,Trifluoperazine,P0DP23
DB00831,Trifluoperazine,P63316
DB00831,Trifluoperazine,P26447
DB00834,Mifepristone,P06401
DB00834,Mifepristone,P04150
DB00834,Mifepristone,O75469
DB00835,Brompheniramine,P35367
DB00835,Brompheniramine,P11229
DB00835,Brompheniramine,P08172
DB00835,Brompheniramine,P20309
DB00835,Brompheniramine,P08173
DB00835,Brompheniramine,P08912
DB00836,Loperamide,P35372
DB00836,Loperamide,P41143
DB00836,Loperamide,P41145
DB00836,Loperamide,P01189
DB00836,Loperamide,O00555
DB00836,Loperamide,Q12809
DB00836,Loperamide,P0DP23
DB00838,Clocortolone,P04150
DB00838,Clocortolone,P04054
DB00839,Tolazamide,Q09428
DB00839,Tolazamide,P78508
DB00841,Dobutamine,P35348
DB00841,Dobutamine,P08588
DB00841,Dobutamine,P07550
DB00841,Dobutamine,P03372
DB00842,Oxazepam,P14867
DB00842,Oxazepam,P30536
DB00843,Donepezil,P22303
DB00843,Donepezil,P28223
DB00843,Donepezil,P06276
DB00843,Donepezil,P29475
DB00843,Donepezil,P98066
DB00843,Donepezil,P01584
DB00843,Donepezil,Q00653
DB00843,Donepezil,Q05586
DB00844,Nalbuphine,P41145
DB00844,Nalbuphine,P35372
DB00844,Nalbuphine,P41143
DB00845,Clofazimine,P37231
DB00845,Clofazimine,P22001
DB00846,Flurandrenolide,P04150
DB00846,Flurandrenolide,P62508
DB00846,Flurandrenolide,O95718
DB00846,Flurandrenolide,P11474
DB00847,Cysteamine,P61278
DB00847,Cysteamine,P49146
DB00848,Levamisole,P32297
DB00848,Levamisole,P05186
DB00848,Levamisole,P10696
DB00849,Methylphenobarbital,P47869
DB00849,Methylphenobarbital,P34903
DB00849,Methylphenobarbital,P48169
DB00849,Methylphenobarbital,P31644
DB00849,Methylphenobarbital,Q16445
DB00849,Methylphenobarbital,P14867
DB00849,Methylphenobarbital,P43681
DB00849,Methylphenobarbital,P36544
DB00849,Methylphenobarbital,P42262
DB00849,Methylphenobarbital,Q13002
DB00849,Methylphenobarbital,O75469
DB00850,Perphenazine,P14416
DB00850,Perphenazine,P21728
DB00850,Perphenazine,P0DP23
DB00851,Dacarbazine,Q14181
DB00851,Dacarbazine,P52209
DB00852,Pseudoephedrine,P23975
DB00852,Pseudoephedrine,Q01959
DB00852,Pseudoephedrine,P35348
DB00852,Pseudoephedrine,P08913
DB00852,Pseudoephedrine,P31645
DB00852,Pseudoephedrine,P14416
DB00852,Pseudoephedrine,P07550
DB00852,Pseudoephedrine,P08588
DB00852,Pseudoephedrine,O95644
DB00852,Pseudoephedrine,P01375
DB00852,Pseudoephedrine,P19838
DB00852,Pseudoephedrine,P18846
DB00852,Pseudoephedrine,P60568
DB00854,Levorphanol,P35372
DB00854,Levorphanol,P41143
DB00854,Levorphanol,P41145
DB00855,Aminolevulinic acid,P13716
DB00855,Aminolevulinic acid,P50336
DB00857,Terbinafine,Q14534
DB00860,Prednisolone,P04150
DB00860,Prednisolone,P08235
DB00861,Diflunisal,P35354
DB00861,Diflunisal,P23219
DB00862,Vardenafil,O76074
DB00862,Vardenafil,P18545
DB00862,Vardenafil,Q13956
DB00863,Ranitidine,P25021
