DrugBank_ID,Drug_Name,UniProt_ID
DB00863,Ranitidine,P22303
DB00864,Tacrolimus,P62942
DB00864,Tacrolimus,Q08209
DB00865,Benzphetamine,Q05940
DB00865,Benzphetamine,P08913
DB00865,Benzphetamine,P35348
DB00865,Benzphetamine,Q01959
DB00866,Alprenolol,P08588
DB00866,Alprenolol,P07550
DB00866,Alprenolol,P08908
DB00866,Alprenolol,P13945
DB00867,Ritodrine,P07550
DB00867,Ritodrine,P08588
DB00867,Ritodrine,P48048
DB00867,Ritodrine,Q12791
DB00867,Ritodrine,P98194
DB00867,Ritodrine,Q15746
DB00867,Ritodrine,O75897
DB00868,Benzonatate,Q14524
DB00869,Dorzolamide,P00918
DB00869,Dorzolamide,P22748
DB00869,Dorzolamide,P00915
DB00869,Dorzolamide,P07451
DB00870,Suprofen,P23219
DB00870,Suprofen,P35354
DB00871,Terbutaline,P07550
DB00871,Terbutaline,P13945
DB00871,Terbutaline,P08588
DB00872,Conivaptan,P37288
DB00872,Conivaptan,P30518
DB14596,Loteprednol etabonate,P04150
DB14596,Loteprednol etabonate,P62508
DB14596,Loteprednol etabonate,O95718
DB14596,Loteprednol etabonate,P11474
DB00874,Guaifenesin,Q05586
DB00875,Flupentixol,P14416
DB00875,Flupentixol,P21728
DB00875,Flupentixol,P28223
DB00875,Flupentixol,P35348
DB00875,Flupentixol,P35462
DB00875,Flupentixol,P21917
DB00875,Flupentixol,P28335
DB00875,Flupentixol,P11229
DB00876,Eprosartan,P30556
DB00877,Sirolimus,P42345
DB00880,Chlorothiazide,P55017
DB00880,Chlorothiazide,P00915
DB00880,Chlorothiazide,P00918
DB00881,Quinapril,P12821
DB00882,Clomifene,P03372
DB00882,Clomifene,Q92731
DB00883,Isosorbide dinitrate,P16066
DB00884,Risedronic acid,P14324
DB00885,Pemirolast,P35367
DB00887,Bumetanide,Q13621
DB00887,Bumetanide,P55011
DB00887,Bumetanide,Q9UP95
DB00887,Bumetanide,Q9H2X9
DB00887,Bumetanide,P13569
DB00889,Granisetron,P46098
DB00889,Granisetron,O95264
DB00890,Dienestrol,P03372
DB00890,Dienestrol,P04278
DB00892,Oxybuprocaine,Q9Y5Y9
DB00893,Iron Dextran,P68871
DB00893,Iron Dextran,P69905
DB00893,Iron Dextran,P02794
DB00893,Iron Dextran,P02792
DB00894,Testolactone,P11511
DB00895,Benzylpenicilloyl polylysine,P30273
DB00895,Benzylpenicilloyl polylysine,P12319
DB00896,Rimexolone,P04150
DB00896,Rimexolone,P11474
DB00897,Triazolam,P14867
DB00897,Triazolam,P30536
DB00898,Ethanol,P14867
DB00898,Ethanol,Q8TCU5
DB00898,Ethanol,P23415
DB00898,Ethanol,P23416
DB00898,Ethanol,Q02641
DB00898,Ethanol,P46098
DB00898,Ethanol,P47869
DB00898,Ethanol,Q9GZZ6
DB00898,Ethanol,Q13936
DB00898,Ethanol,P31644
DB00898,Ethanol,P48169
DB00898,Ethanol,P34903
DB00898,Ethanol,P42261
DB00898,Ethanol,Q06432
DB00898,Ethanol,Q15822
DB00898,Ethanol,Q16445
DB00898,Ethanol,P42262
DB00898,Ethanol,P48058
DB00898,Ethanol,P42263
DB00898,Ethanol,P43681
DB00898,Ethanol,P17787
DB00898,Ethanol,P48549
DB00898,Ethanol,P48051
DB00898,Ethanol,P19320
DB00898,Ethanol,Q99808
DB00898,Ethanol,P48544
DB00898,Ethanol,P36544
DB00898,Ethanol,Q9UGM1
DB00898,Ethanol,P18505
DB00898,Ethanol,P28472
DB00898,Ethanol,P47870
DB00898,Ethanol,Q13698
DB00898,Ethanol,Q01668
DB00898,Ethanol,P30926
DB00898,Ethanol,P32297
DB00898,Ethanol,P30532
DB00898,Ethanol,Q15825
DB00898,Ethanol,Q05901
DB00898,Ethanol,Q8N1C3
DB00898,Ethanol,Q99928
DB00898,Ethanol,P78334
DB00898,Ethanol,O00591
DB00898,Ethanol,Q9UN88
DB00898,Ethanol,O14764
DB00898,Ethanol,Q14542
DB00898,Ethanol,A5X5Y0
DB00898,Ethanol,O95264
DB00898,Ethanol,Q70Z44
DB00898,Ethanol,Q8WXA8
DB00898,Ethanol,Q9Y698
DB00898,Ethanol,Q92806
DB00898,Ethanol,P32004
DB00898,Ethanol,P22303
DB00898,Ethanol,P40394
DB00899,Remifentanil,P35372
DB00899,Remifentanil,P41143
DB00899,Remifentanil,P41145
DB00900,Didanosine,P00491
DB00901,Bitolterol,P07550
DB00901,Bitolterol,P13945
DB00902,Methdilazine,P35367
DB00903,Etacrynic acid,Q13621
DB00903,Etacrynic acid,P05023
DB00903,Etacrynic acid,Q9UJU2
DB00903,Etacrynic acid,P09211
DB00904,Ondansetron,P46098
DB00904,Ondansetron,Q13639
DB00904,Ondansetron,P35372
DB00904,Ondansetron,P08908
DB00904,Ondansetron,P28222
DB00905,Bimatoprost,P43088
DB00905,Bimatoprost,P34995
DB00905,Bimatoprost,P43115
DB00906,Tiagabine,P30531
DB00907,Cocaine,Q01959
DB00907,Cocaine,P23975
DB00907,Cocaine,P35498
DB00907,Cocaine,P31645
DB00907,Cocaine,P11229
DB00907,Cocaine,P08172
DB00907,Cocaine,Q99720
DB00907,Cocaine,P23141
DB00908,Quinidine,Q14524
DB00908,Quinidine,O00180
DB00908,Quinidine,Q9Y257
DB00908,Quinidine,Q12809
DB00908,Quinidine,P35348
DB00908,Quinidine,P35368
DB00908,Quinidine,P25100
DB00909,Zonisamide,P35498
DB00909,Zonisamide,Q99250
DB00909,Zonisamide,Q9NY46
DB00909,Zonisamide,P35499
DB00909,Zonisamide,Q14524
DB00909,Zonisamide,Q15858
DB00909,Zonisamide,Q9UI33
DB00909,Zonisamide,Q07699
DB00909,Zonisamide,O60939
DB00909,Zonisamide,Q9NY72
DB00909,Zonisamide,Q8IWT1
DB00909,Zonisamide,O43497
DB00909,Zonisamide,O95180
DB00909,Zonisamide,Q9P0X4
DB00909,Zonisamide,P00915
DB00909,Zonisamide,P00918
DB00909,Zonisamide,P07451
DB00909,Zonisamide,P22748
DB00909,Zonisamide,P35218
DB00909,Zonisamide,Q9Y2D0
DB00909,Zonisamide,P23280
DB00909,Zonisamide,P43166
DB00909,Zonisamide,P35219
DB00909,Zonisamide,Q16790
DB00909,Zonisamide,Q9NS85
DB00909,Zonisamide,O75493
DB00909,Zonisamide,O43570
DB00909,Zonisamide,Q8N1Q1
DB00909,Zonisamide,Q9ULX7
DB00909,Zonisamide,P27338
DB00909,Zonisamide,P21397
DB00909,Zonisamide,P14867
DB00910,Paricalcitol,P11473
DB00912,Repaglinide,Q09428
DB00912,Repaglinide,P35367
DB00912,Repaglinide,O60706
DB00912,Repaglinide,P37231
DB00913,Anileridine,P35372
DB00914,Phenformin,Q13131
DB00914,Phenformin,P54619
DB00914,Phenformin,Q9Y478
DB00914,Phenformin,Q15842
DB00915,Amantadine,Q8TCU5
DB00915,Amantadine,P14416
DB00915,Amantadine,P36544
DB00915,Amantadine,P43681
DB00915,Amantadine,P32297
DB00917,Dinoprostone,P43116
DB00917,Dinoprostone,P34995
DB00917,Dinoprostone,P43115
DB00917,Dinoprostone,P35408
DB00917,Dinoprostone,P43088
DB00917,Dinoprostone,Q9Y5Y4
DB00918,Almotriptan,P28221
DB00918,Almotriptan,P28222
DB00920,Ketotifen,P35367
DB00920,Ketotifen,P52209
DB00921,Buprenorphine,P41145
DB00921,Buprenorphine,P35372
DB00921,Buprenorphine,P41143
DB00921,Buprenorphine,P41146
DB00922,Levosimendan,P63316
DB00922,Levosimendan,Q14654
DB00922,Levosimendan,Q15842
DB00922,Levosimendan,Q14432
DB00924,Cyclobenzaprine,P28223
DB00924,Cyclobenzaprine,P18825
DB00924,Cyclobenzaprine,P41595
DB00924,Cyclobenzaprine,P28335
DB00924,Cyclobenzaprine,P50406
DB00924,Cyclobenzaprine,P31645
DB00924,Cyclobenzaprine,P23975
DB00924,Cyclobenzaprine,P34969
DB00924,Cyclobenzaprine,O00206
DB00924,Cyclobenzaprine,Q06278
DB00925,Phenoxybenzamine,P35348
DB00925,Phenoxybenzamine,P08913
DB00925,Phenoxybenzamine,P35368
DB00925,Phenoxybenzamine,P14416
DB00925,Phenoxybenzamine,P18825
DB00925,Phenoxybenzamine,P18089
DB00925,Phenoxybenzamine,P07550
DB00925,Phenoxybenzamine,P25100
DB00925,Phenoxybenzamine,P0DP23
DB00926,Etretinate,P10276
DB00926,Etretinate,P19793
DB00926,Etretinate,P10826
DB00926,Etretinate,P48443
DB00926,Etretinate,P28702
DB00926,Etretinate,P13631
DB00927,Famotidine,P25021
DB00928,Azacitidine,P26358
DB00928,Azacitidine,P09874
DB00929,Misoprostol,P43115
DB00929,Misoprostol,P43116
DB00929,Misoprostol,P34995
DB00929,Misoprostol,P43119
DB00929,Misoprostol,P35408
DB00933,Mesoridazine,P14416
DB00933,Mesoridazine,P28223
DB00934,Maprotiline,P23975
DB00934,Maprotiline,P35367
DB00934,Maprotiline,P11229
DB00934,Maprotiline,P08172
DB00934,Maprotiline,P20309
DB00934,Maprotiline,P08173
DB00934,Maprotiline,P08912
DB00934,Maprotiline,P35348
DB00934,Maprotiline,P28223
DB00934,Maprotiline,P28335
DB00934,Maprotiline,P34969
DB00934,Maprotiline,P14416
DB00934,Maprotiline,P08913
DB00935,Oxymetazoline,P35348
DB00935,Oxymetazoline,P08913
DB00935,Oxymetazoline,P18089
DB00935,Oxymetazoline,P18825
DB00935,Oxymetazoline,P35368
DB00935,Oxymetazoline,P25100
DB00935,Oxymetazoline,P08908
DB00935,Oxymetazoline,P28222
DB00935,Oxymetazoline,P28221
DB00936,Salicylic acid,P23219
DB00936,Salicylic acid,P35354
DB00936,Salicylic acid,P00915
DB00936,Salicylic acid,P22748
DB00936,Salicylic acid,P00918
DB00936,Salicylic acid,O43570
DB00936,Salicylic acid,P23280
DB00936,Salicylic acid,Q04828
DB00937,Diethylpropion,P23975
DB00937,Diethylpropion,Q01959
DB00937,Diethylpropion,P31645
DB00938,Salmeterol,P07550
DB00938,Salmeterol,P08588
DB00938,Salmeterol,P13945
DB00939,Meclofenamic acid,P23219
DB00939,Meclofenamic acid,P35354
DB00939,Meclofenamic acid,P09917
DB00939,Meclofenamic acid,O43526
DB00939,Meclofenamic acid,O43525
DB00940,Methantheline,P25021
DB00940,Methantheline,P08912
DB00940,Methantheline,P08172
DB00940,Methantheline,P20309
DB00940,Methantheline,P08173
DB00940,Methantheline,P11229
DB00941,Hexafluronium,P06276
DB00942,Cycrimine,P11229
DB00944,Demecarium,P22303
DB00944,Demecarium,P06276
DB00945,Acetylsalicylic acid,P23219
DB00945,Acetylsalicylic acid,P35354
DB00945,Acetylsalicylic acid,P04035
DB00945,Acetylsalicylic acid,Q04828
DB00945,Acetylsalicylic acid,Q13131
DB00945,Acetylsalicylic acid,P25101
DB00945,Acetylsalicylic acid,P04637
DB00945,Acetylsalicylic acid,P11021
DB00945,Acetylsalicylic acid,P51812
DB00945,Acetylsalicylic acid,P25963
DB00945,Acetylsalicylic acid,P98066
DB00945,Acetylsalicylic acid,P29466
DB00945,Acetylsalicylic acid,P42574
DB00945,Acetylsalicylic acid,P24385
DB00945,Acetylsalicylic acid,P01106
DB00945,Acetylsalicylic acid,P12004
DB00945,Acetylsalicylic acid,Q99519
DB00946,Phenprocoumon,Q9BQB6
DB00947,Fulvestrant,P03372
DB00949,Felbamate,Q13224
DB00949,Felbamate,Q12879
DB00950,Fexofenadine,P35367
DB00952,Naratriptan,P08908
DB00952,Naratriptan,P28221
DB00952,Naratriptan,P28222
DB00952,Naratriptan,P30939
DB00953,Rizatriptan,P28222
DB00953,Rizatriptan,P28221
DB00953,Rizatriptan,P30939
DB00953,Rizatriptan,P34969
DB00953,Rizatriptan,P08908
DB00953,Rizatriptan,P28566
DB00956,Hydrocodone,P35372
DB00956,Hydrocodone,P41143
DB00956,Hydrocodone,Q99720
DB00957,Norgestimate,P06401
DB00957,Norgestimate,P03372
DB00957,Norgestimate,P10275
DB00959,Methylprednisolone,P04150
DB00959,Methylprednisolone,P04083
DB00960,Pindolol,P08588
DB00960,Pindolol,P07550
DB00960,Pindolol,P13945
DB00960,Pindolol,P08908
DB00960,Pindolol,P28222
DB00961,Mepivacaine,Q9Y5Y9
DB00962,Zaleplon,P14867
DB00963,Bromfenac,P35354
DB00963,Bromfenac,P23219
DB00964,Apraclonidine,P35348
DB00964,Apraclonidine,P08913
DB00964,Apraclonidine,P18089
DB00966,Telmisartan,P37231
DB00966,Telmisartan,P30556
DB00967,Desloratadine,P35367
DB00968,Methyldopa,P20711
DB00968,Methyldopa,P08913
DB00968,Methyldopa,P14416
DB00969,Alosetron,P46098
DB00969,Alosetron,O95264
DB00970,Dactinomycin,P11388
DB00970,Dactinomycin,P11387
DB00972,Azelastine,P35367
DB00972,Azelastine,P25021
DB00972,Azelastine,P04054
DB00972,Azelastine,Q16873
DB00973,Ezetimibe,Q9UHC9
DB00973,Ezetimibe,P35610
DB00973,Ezetimibe,P15144
DB00975,Dipyridamole,Q9Y233
DB00975,Dipyridamole,O76074
DB00975,Dipyridamole,P27815
DB00975,Dipyridamole,P00813
DB00975,Dipyridamole,P53805
DB00975,Dipyridamole,P02763
DB00977,Ethinylestradiol,P03372
DB00977,Ethinylestradiol,O75469
DB00978,Lomefloxacin,P11388
DB00978,Lomefloxacin,Q02880
DB00979,Cyclopentolate,P11229
DB00979,Cyclopentolate,P08912
DB00980,Ramelteon,P49286
DB00980,Ramelteon,P48039
DB00981,Physostigmine,P22303
DB00981,Physostigmine,P43681
DB00981,Physostigmine,P17787
DB00982,Isotretinoin,P13631
DB00982,Isotretinoin,P10276
DB00983,Formoterol,P07550
DB00983,Formoterol,P08588
DB00983,Formoterol,P13945
DB00984,Nandrolone phenpropionate,P10275
DB00985,Dimenhydrinate,P35367
DB00986,Glycopyrronium,P11229
DB00986,Glycopyrronium,P20309
DB00986,Glycopyrronium,P08172
DB00986,Glycopyrronium,P08173
DB00986,Glycopyrronium,P08912
DB00987,Cytarabine,P06746
DB00988,Dopamine,P14416
DB00988,Dopamine,P21728
DB00988,Dopamine,P21918
DB00988,Dopamine,P35462
DB00988,Dopamine,P21917
DB00988,Dopamine,Q01959
DB00988,Dopamine,P09172
DB00988,Dopamine,P08908
DB00988,Dopamine,P34969
DB00988,Dopamine,P23975
DB00988,Dopamine,P31645
DB00988,Dopamine,P46098
DB00988,Dopamine,O95264
DB00988,Dopamine,P00441
DB00988,Dopamine,Q05940
DB00989,Rivastigmine,P22303
DB00989,Rivastigmine,P06276
DB00990,Exemestane,P11511
DB00991,Oxaprozin,P23219
DB00991,Oxaprozin,P35354
DB00992,Methyl aminolevulinate,P22830
DB00993,Azathioprine,Q06203
DB00993,Azathioprine,P63000
DB00994,Neomycin,P41180
DB00995,Auranofin,P30044
DB00995,Auranofin,O14920
DB00995,Auranofin,P62508
DB00995,Auranofin,O95718
DB00995,Auranofin,P11474
DB00996,Gabapentin,P54289
DB00996,Gabapentin,O75899
DB00996,Gabapentin,Q9UBS5
DB00996,Gabapentin,Q9NY47
DB00996,Gabapentin,P30542
DB00996,Gabapentin,O43525
DB00996,Gabapentin,Q9NR82
DB00997,Doxorubicin,P11388
DB00997,Doxorubicin,Q02880
DB00997,Doxorubicin,P11387
DB00997,Doxorubicin,O14746
DB00997,Doxorubicin,Q14978
DB00998,Frovatriptan,P28221
DB00998,Frovatriptan,P28222
DB00999,Hydrochlorothiazide,P55017
DB00999,Hydrochlorothiazide,Q12791
DB00999,Hydrochlorothiazide,P12821
DB01001,Albuterol,P07550
DB01001,Albuterol,P08588
DB01001,Albuterol,P13945
DB01002,Levobupivacaine,Q9Y5Y9
DB01003,Cromoglicic acid,P07900
DB01003,Cromoglicic acid,P25815
DB01005,Hydroxyurea,P23921
DB01005,Hydroxyurea,P31350
DB01006,Letrozole,P11511
DB01007,Tioconazole,Q16850
DB01009,Ketoprofen,P35354
DB01009,Ketoprofen,P23219
DB01009,Ketoprofen,P25024
DB01010,Edrophonium,P06276
DB01010,Edrophonium,P22303
DB01011,Metyrapone,P15538
DB01012,Cinacalcet,P41180
DB01013,Clobetasol propionate,P04150
DB01013,Clobetasol propionate,P04083
DB01013,Clobetasol propionate,P08235
DB01014,Balsalazide,P37231
DB01014,Balsalazide,P35354
DB01014,Balsalazide,P23219
DB01014,Balsalazide,P09917
DB01016,Glyburide,Q09428
DB01016,Glyburide,O60706
DB01016,Glyburide,O95342
DB01016,Glyburide,O95477
DB01016,Glyburide,Q14654
DB01016,Glyburide,P50416
DB01016,Glyburide,P13569
DB01016,Glyburide,Q8TD43
DB01017,Minocycline,P01584
DB01017,Minocycline,P09917
DB01017,Minocycline,P14780
DB01017,Minocycline,P15692
DB01017,Minocycline,P29466
DB01017,Minocycline,P42574
DB01017,Minocycline,P99999
DB01017,Minocycline,P28482
DB01017,Minocycline,P35228
DB01018,Guanfacine,P08913
DB01018,Guanfacine,P18089
DB01019,Bethanechol,P20309
DB01019,Bethanechol,P08912
DB01019,Bethanechol,P11229
DB01019,Bethanechol,P08172
DB01019,Bethanechol,P08173
DB01020,Isosorbide mononitrate,P33402
DB01021,Trichlormethiazide,P55017
DB01021,Trichlormethiazide,P05023
DB01021,Trichlormethiazide,Q13621
DB01021,Trichlormethiazide,P00915
DB01021,Trichlormethiazide,P00918
DB01021,Trichlormethiazide,P22748
DB01022,Phylloquinone,P38435
DB01022,Phylloquinone,P00734
DB01022,Phylloquinone,P02818
DB01023,Felodipine,Q13936
DB01023,Felodipine,P54289
DB01023,Felodipine,Q08289
DB01023,Felodipine,Q01668
DB01023,Felodipine,Q13698
DB01023,Felodipine,O95180
DB01023,Felodipine,Q9NY47
DB01023,Felodipine,Q01064
DB01023,Felodipine,P54750
DB01023,Felodipine,P08235
DB01023,Felodipine,P02585
DB01023,Felodipine,P63316
DB01023,Felodipine,P0DP23
DB01024,Mycophenolic acid,P12268
DB01024,Mycophenolic acid,P20839
DB01025,Amlexanox,P07900
DB01025,Amlexanox,P80511
DB01025,Amlexanox,Q99584
DB01025,Amlexanox,P08700
DB01025,Amlexanox,P05230
DB01026,Ketoconazole,P05093
DB01026,Ketoconazole,P10275
DB01026,Ketoconazole,P08686
DB01026,Ketoconazole,Q12809
DB01026,Ketoconazole,O75469
DB01026,Ketoconazole,Q14994
DB01028,Methoxyflurane,P14867
DB01028,Methoxyflurane,P42261
DB01028,Methoxyflurane,P23415
DB01028,Methoxyflurane,Q09470
DB01028,Methoxyflurane,P98194
DB01028,Methoxyflurane,P03886
DB01029,Irbesartan,P30556
DB01029,Irbesartan,P05412
DB01030,Topotecan,P11387
DB01030,Topotecan,Q969P6
DB01031,Ethinamate,P00918
DB01031,Ethinamate,P00915
DB01032,Probenecid,Q4U2R8
DB01032,Probenecid,Q9NSA0
DB01032,Probenecid,Q8TCC7
DB01032,Probenecid,Q9NYV7
DB01032,Probenecid,Q96RD7
DB01033,Mercaptopurine,P00492
DB01033,Mercaptopurine,P20839
DB01033,Mercaptopurine,Q06203
DB01035,Procainamide,Q12809
DB01035,Procainamide,Q14524
DB01035,Procainamide,P26358
DB01036,Tolterodine,P20309
DB01036,Tolterodine,P08172
DB01036,Tolterodine,P08912
DB01036,Tolterodine,P11229
DB01036,Tolterodine,P08173
DB01037,Selegiline,P27338
DB01037,Selegiline,P25103
DB01037,Selegiline,P21397
DB01038,Carphenazine,P14416
DB01038,Carphenazine,P21728
DB01038,Carphenazine,P21918
DB01039,Fenofibrate,Q07869
DB01039,Fenofibrate,O75469
DB01039,Fenofibrate,Q9NPA2
DB01041,Thalidomide,Q96SW2
DB01041,Thalidomide,P02763
DB01041,Thalidomide,P01375
DB01043,Memantine,Q05586
DB01043,Memantine,P46098
DB01043,Memantine,P36544
DB01043,Memantine,P14416
DB01043,Memantine,P14867
DB01045,Rifampin,O75469
DB01046,Lubiprostone,P51788
DB01047,Fluocinonide,P04150
DB01047,Fluocinonide,P62508
DB01047,Fluocinonide,O95718
DB01047,Fluocinonide,P11474
DB01047,Fluocinonide,Q99835
DB01049,Ergoloid mesylate,P21728
DB01049,Ergoloid mesylate,P35348
DB01049,Ergoloid mesylate,P08588
DB01049,Ergoloid mesylate,P08908
DB01050,Ibuprofen,P35354
DB01050,Ibuprofen,P23219
DB01050,Ibuprofen,P10145
DB01050,Ibuprofen,P25025
DB01050,Ibuprofen,P25024
DB01050,Ibuprofen,P10415
DB01050,Ibuprofen,P07204
DB01050,Ibuprofen,P12104
DB01050,Ibuprofen,P37231
DB01050,Ibuprofen,P13569
DB01050,Ibuprofen,Q07869
DB01050,Ibuprofen,P07359
DB01050,Ibuprofen,P31151
DB01051,Novobiocin,Q02880
DB01051,Novobiocin,P11388
DB01053,Benzylpenicillin,Q8TCC7
DB01053,Benzylpenicillin,P46059
DB01053,Benzylpenicillin,Q16348
DB01054,Nitrendipine,Q13936
DB01054,Nitrendipine,P54289
DB01054,Nitrendipine,Q08289
DB01054,Nitrendipine,Q01668
DB01054,Nitrendipine,Q13698
DB01054,Nitrendipine,Q9NY47
DB01054,Nitrendipine,O95180
DB01054,Nitrendipine,Q12791
DB01056,Tocainide,Q14524
DB01057,Echothiophate,P06276
DB01057,Echothiophate,P22303
DB01058,Praziquantel,O60760
DB01059,Norfloxacin,P11388
DB01062,Oxybutynin,P20309
DB01062,Oxybutynin,P08172
DB01062,Oxybutynin,P11229
DB01063,Acetophenazine,P14416
DB01063,Acetophenazine,P10275
DB01064,Isoprenaline,P08588
DB01064,Isoprenaline,P07550
DB01064,Isoprenaline,P13945
DB01064,Isoprenaline,P29460
DB01064,Isoprenaline,P00441
DB01065,Melatonin,P48039
DB01065,Melatonin,P49286
DB01065,Melatonin,P16083
DB01065,Melatonin,P03372
DB01065,Melatonin,Q92753
DB01065,Melatonin,P05164
DB01065,Melatonin,P11678
DB01065,Melatonin,P27797
DB01065,Melatonin,P0DP23
DB01067,Glipizide,Q09428
DB01067,Glipizide,P78508
DB01067,Glipizide,P37231
DB01068,Clonazepam,P14867
DB01068,Clonazepam,O75469
DB01069,Promethazine,P35367
DB01069,Promethazine,P14416
DB01069,Promethazine,P11229
DB01069,Promethazine,P08172
DB01069,Promethazine,P20309
DB01069,Promethazine,P08173
DB01069,Promethazine,P08912
DB01069,Promethazine,P35348
DB01069,Promethazine,P25021
DB01069,Promethazine,P35498
DB01069,Promethazine,P0DP23
DB01069,Promethazine,Q05586
DB01070,Dihydrotachysterol,P11473
DB01073,Fludarabine,P27707
DB01073,Fludarabine,P09884
DB01073,Fludarabine,P23921
DB01073,Fludarabine,P00813
DB01074,Perhexiline,P50416
DB01074,Perhexiline,P23786
DB01074,Perhexiline,Q92523
DB01074,Perhexiline,Q12809
DB01075,Diphenhydramine,P35367
DB01075,Diphenhydramine,P08172
DB01075,Diphenhydramine,P50135
DB01076,Atorvastatin,P04035
DB01076,Atorvastatin,P27487
DB01076,Atorvastatin,P35869
DB01076,Atorvastatin,Q92769
DB01076,Atorvastatin,Q14994
DB01077,Etidronic acid,Q13332
DB01077,Etidronic acid,P38606
DB01077,Etidronic acid,P12235
DB01077,Etidronic acid,P05141
DB01077,Etidronic acid,P12236
DB01078,Deslanoside,P05023
DB01079,Tegaserod,Q13639
DB01079,Tegaserod,P28335
DB01079,Tegaserod,P28223
DB01079,Tegaserod,P41595
DB01080,Vigabatrin,P80404
DB01081,Diphenoxylate,P35372
DB01081,Diphenoxylate,P41143
DB01082,Streptomycin,Q9UM07
DB01083,Orlistat,P16233
DB01083,Orlistat,P07098
DB01083,Orlistat,P21554
DB01083,Orlistat,P49327
DB01084,Emedastine,P35367
DB01085,Pilocarpine,P20309
DB01085,Pilocarpine,P11229
DB01085,Pilocarpine,P08172
DB01085,Pilocarpine,P08912
DB01085,Pilocarpine,P08173
DB01086,Benzocaine,Q9Y5Y9
DB01087,Primaquine,P08729
DB01087,Primaquine,P16083
DB01088,Iloprost,P43119
DB01088,Iloprost,P34995
DB01088,Iloprost,P43116
DB01088,Iloprost,P27815
DB01088,Iloprost,Q07343
DB01088,Iloprost,Q08493
DB01088,Iloprost,Q08499
DB01088,Iloprost,P00750
DB01088,Iloprost,Q9Y5Y4
DB01089,Deserpidine,Q05940
DB01089,Deserpidine,P12821
DB01090,Pentolinium,P32297
DB01090,Pentolinium,P30926
DB01090,Pentolinium,Q9GZZ6
DB01090,Pentolinium,P43681
DB01091,Butenafine,Q14534
DB01092,Ouabain,P05023
DB01092,Ouabain,P50993
DB01092,Ouabain,P13637
DB01093,Dimethyl sulfoxide,Q01344
DB01093,Dimethyl sulfoxide,Q8WXI7
DB01093,Dimethyl sulfoxide,P01106
DB01095,Fluvastatin,P04035
DB01095,Fluvastatin,Q92769
DB01097,Leflunomide,Q02127
DB01097,Leflunomide,Q14289
DB01097,Leflunomide,P35869
DB01098,Rosuvastatin,P04035
DB01098,Rosuvastatin,P20701
DB01099,Flucytosine,P26358
DB01100,Pimozide,P14416
DB01100,Pimozide,P35462
DB01100,Pimozide,Q12809
DB01100,Pimozide,P0DP23
DB01101,Capecitabine,P04818
DB01102,Arbutamine,P08588
DB01102,Arbutamine,P07550
DB01102,Arbutamine,P13945
DB01104,Sertraline,P31645
DB01104,Sertraline,Q01959
DB01104,Sertraline,O00264
DB01104,Sertraline,P23975
DB01104,Sertraline,Q7RTT9
DB01105,Sibutramine,Q01959
DB01105,Sibutramine,P31645
DB01105,Sibutramine,P23975
DB01106,Levocabastine,P35367
DB01106,Levocabastine,O95665
DB01107,Methyprylon,P14867
DB01108,Trilostane,P14060
DB01108,Trilostane,P26439
DB01108,Trilostane,P03372
DB01108,Trilostane,Q92731
DB01109,Heparin,P01008
DB01109,Heparin,P00742
DB01109,Heparin,P16109
DB01109,Heparin,P22455
DB01109,Heparin,P08620
DB01109,Heparin,O95750
DB01109,Heparin,P11362
DB01109,Heparin,P05230
DB01109,Heparin,P21802
DB01109,Heparin,P09038
DB01109,Heparin,P02776
DB01109,Heparin,P14210
DB01110,Miconazole,P29474
DB01110,Miconazole,P35228
DB01110,Miconazole,O75469
DB01110,Miconazole,Q12791
DB01110,Miconazole,Q14500
DB01110,Miconazole,Q13936
DB01113,Papaverine,Q07343
DB01113,Papaverine,Q08499
DB01113,Papaverine,O76074
DB01113,Papaverine,Q9Y233
DB01114,Chlorpheniramine,P35367
DB01114,Chlorpheniramine,P31645
DB01114,Chlorpheniramine,P23975
DB01114,Chlorpheniramine,Q01959
DB01115,Nifedipine,Q13936
DB01115,Nifedipine,Q01668
DB01115,Nifedipine,Q08289
DB01115,Nifedipine,O75469
DB01115,Nifedipine,Q13698
DB01115,Nifedipine,Q9UK17
DB01115,Nifedipine,O43497
DB01115,Nifedipine,P0DP23
DB01116,Trimethaphan,Q9GZZ6
DB01116,Trimethaphan,P43681
DB01117,Atovaquone,Q02127
DB01118,Amiodarone,Q12809
DB01118,Amiodarone,P08588
DB01118,Amiodarone,Q9P0X4
DB01118,Amiodarone,Q13936
DB01118,Amiodarone,P37231
DB01118,Amiodarone,Q07869
DB01118,Amiodarone,Q86YN6
DB01119,Diazoxide,Q14654
DB01119,Diazoxide,P25705
DB01120,Gliclazide,Q09428
DB01120,Gliclazide,P15692
DB01121,Phenacemide,P35498
DB01122,Ambenonium,P22303
DB01123,Proflavine,P00734
