source,target
Q02930,Q9GZV8
Q02930,Q8IWZ5
Q02930,A0PJX0
Q02930,Q969E8
Q02930,P05187
Q02930,Q96PM5
Q02930,Q7Z699
Q02930,Q5T4B2
Q02930,P24592
Q02930,Q9H3L0
Q02930,O43610
Q02930,P01100
Q02930,O43790
Q02930,P78385
Q02930,Q9BYR3
Q02930,Q6IA69
Q02930,O75971
Q02930,P15407
Q02930,Q6NVU6
Q02930,Q13643
Q02930,Q8IUC2
Q02930,Q3LI64
Q02930,O15304
Q02930,Q9NZC7
Q02930,Q5TCM9
Q02930,Q7Z6I5
Q02930,Q3MIV0
Q02930,Q3LI70
Q02930,Q3LI66
Q02930,Q3LHN2
Q02930,Q3LI72
Q02930,Q5TA78
Q02930,Q5TA79
Q02930,Q5TA81
Q02930,Q9BYQ0
Q02930,Q9C004
Q02930,Q99732
Q02930,Q5T751
Q02930,A8MQ03
Q02930,Q9BYR2
Q02930,Q9BYQ7
Q02930,Q5T749
Q02930,Q6L8G4
Q02930,P14373
Q02930,Q9BYQ3
Q02930,P60328
Q02930,Q6NVV7
Q02930,Q701N4
Q02930,Q8IZ63
Q02930,Q9BYR9
Q02930,Q9H0X6
Q02930,Q9BYR8
Q02930,O14817
Q02930,Q9BYS1
Q02930,P60014
Q02930,Q8IUG1
Q02930,P08686
Q02930,Q6L8H1
Q02930,Q7Z4W3
Q02930,Q6L8G8
Q02930,P26371
Q02930,P10745
Q02930,Q8IUC3
Q02930,P55198
Q96RJ6,A6NI15
Q96RJ6,Q8IZU0
Q96RJ6,Q9UI47
Q96RJ6,Q8WVJ9
Q96FF9,Q9BSU3
Q96QR8,Q96AH0
Q96QR8,Q6ZNH5
Q8WTU2,Q96M29
Q8WTU2,Q9Y223
Q8WTU2,Q5T6C5
Q8WTU2,Q8NI38
Q8WTU2,Q3V5L5
Q8WTU2,Q6EMK4
Q8WTU2,Q8NE01
Q8WTU2,Q8NEC5
Q8WTU2,Q52LG2
Q8WTU2,Q494U1
Q8WTU2,P60410
Q8WTU2,A8MQ03
Q8WTU2,Q6PEX3
Q8WTU2,Q9BYR6
Q8WTU2,P60329
P40227,Q9BZY9
Q86XT4,P57075
Q86XT4,Q96PN8
Q86XT4,Q8NA54
Q86XT4,Q9HAC8
Q86XT4,Q96N21
Q86XT4,Q3SY00
Q86XT4,P49760
Q86XT4,Q6ZNG0
Q86XT4,Q7L775
Q86XT4,P54725
Q86XT4,Q96CN9
Q86XT4,Q92619
Q86XT4,Q7Z4V0
Q86XT4,Q5JST6
Q86XT4,O60733
Q86XT4,P14373
Q86XT4,A6H8Z2
Q9ULK2,O95231
Q9ULK2,Q01974
Q8WXK1,P0CG20
Q8WXK1,P55040
Q8WXK1,P25800
Q8WXK1,O95678
Q8WXK1,Q63ZY3
Q8WXK1,Q96SQ5
Q8WXK1,Q9Y4H4
Q8WXK1,Q8IYE1
Q8WXK1,-
Q8WVR3,P21549
Q8WVR3,Q3LI64
Q8WVR3,Q2TAL6
Q8WVR3,A8MQ03
Q8WVR3,Q7Z3S9
Q8WVR3,-
O75420,P0CG20
O75420,P54646
O75420,Q9BWG6
O75420,Q8ND24
O75420,Q8NI38
O75420,Q15560
O75420,Q92993
O75420,Q2TAC2
O75420,Q9NRE2
O75420,Q96MF2
O75420,Q96EZ8
O75420,Q9UPN6
Q7Z7C7,Q6UB99
Q7Z7C7,Q14140
Q7Z7C7,P78358
Q9NV12,Q15125
Q9NV12,P27105
Q9NV12,Q96HJ5
Q9NV12,Q8N6K0
Q9NV12,P30273
Q9NV12,P38484
Q9NV12,Q16553
Q9NV12,P07307
Q9NV12,Q13113
Q9NV12,P58418
Q9NV12,Q9NY72
Q9NV12,-
Q9NV12,Q9GZY8
Q9NV12,Q6ZP80
Q9NV12,Q7Z5P4
Q9NV12,Q8TBE3
Q9NV12,Q8TDT2
Q9NV12,O95471
Q9NV12,O00501
Q9NV12,P60410
Q9NV12,Q6ZS10
Q9NV12,Q6UWW9
Q9NV12,Q9Y320
Q9NV12,Q7Z6M3
Q86UE8,Q9NPF5
Q86UE8,Q02548
Q8WXI3,P80188
A4D1S5,P83369
A4D1S5,P47224
A4D1S5,P60410
Q9Y383,Q15696
Q9ULE3,Q96B97
Q9HBJ8,Q9NRQ5
Q9HBJ8,Q9Y385
Q96B97,P53803
Q96B97,A6NC98
Q96B97,Q2TAC2
Q96B97,Q86UU5
Q96B97,Q9H3P2
Q96B97,A8MQ03
Q96B97,Q6PI77
Q96B97,Q5T749
Q96B97,-
Q9BQJ4,Q96L08
Q9BQJ4,Q7Z7N9
Q8TDW5,O95070
P36021,Q6ZSS7
P36021,Q9BRI3
P36021,Q9H2A7
P36021,Q96H72
P36021,Q9NRQ5
P36021,Q8N5M9
P36021,Q9UBY5
P36021,Q15848
P36021,P52803
P36021,Q8IXB3
P36021,Q86W74
P36021,P54315
P36021,P29400
P36021,Q92520
P36021,Q8TAF8
P36021,Q5J8X5
P36021,O43561
P36021,Q96B49
Q5JUW0,P25800
Q9NX14,Q15125
Q9NX14,Q96P66
Q9NX14,P08034
Q9NX14,Q8TDT2
Q9NX14,O95471
P51814,Q6ZUT1
P51814,Q15287
Q96HB5,Q8TD10
Q96HB5,Q8IWZ5
Q96HB5,Q93062
Q96HB5,O75031
Q96HB5,Q9BVN2
Q96HB5,Q8N6L0
Q96HB5,Q9P086
Q96HB5,Q9UBU9
Q96HB5,Q9ULU8
Q96HB5,Q8N6F8
Q96HB5,Q92574
Q96HB5,Q9Y6H3
Q96HB5,Q08379
Q96HB5,P31943
Q96HB5,P01100
Q96HB5,O76015
Q96HB5,P61024
Q96HB5,Q8IYA8
Q96HB5,P56545
Q96HB5,O00303
Q96HB5,Q3SY00
Q96HB5,P15407
Q96HB5,Q03252
Q96HB5,Q9Y5V3
Q96HB5,Q13064
Q96HB5,Q5T619
Q96HB5,Q8IUB9
Q96HB5,Q3LI64
Q96HB5,A1L4K1
Q96HB5,Q3LI66
Q96HB5,Q58EX7
Q96HB5,Q03989
Q96HB5,Q92764
Q96HB5,A8MQ03
Q96HB5,A6NEM1
Q96HB5,Q6PI77
Q96HB5,Q96DV4
Q96HB5,A8MTQ0
Q96HB5,Q3SY46
Q96HB5,Q8IYE1
Q96HB5,Q9NZV7
Q15125,A2RU14
Q15125,Q8N2M4
Q15125,Q6ZSS7
Q15125,Q8N6R1
Q15125,Q96MV1
Q15125,Q9H9P2
Q15125,P50281
Q15125,Q96BA8
Q15125,P30273
Q15125,Q8NHS1
Q15125,Q96CP7
Q15125,Q13190
Q15125,O95159
Q15125,O95393
Q15125,Q8WVX3
Q15125,Q6PI78
Q15125,P29033
Q15125,Q9BWH2
Q15125,Q9NRQ5
Q15125,P06681
Q15125,Q9NV29
Q15125,P08195
Q15125,Q9BTX3
Q15125,Q3SXY8
Q15125,P43378
Q15125,Q69YG0
Q15125,Q96IV6
Q15125,Q9UNK0
Q15125,Q7Z5P4
Q15125,Q0VAQ4
Q15125,O95167
Q15125,Q96NA8
Q15125,Q8N5M9
Q15125,Q9NW97
Q15125,Q9NZG7
Q15125,Q8N138
Q15125,O14523
Q15125,Q9H2C2
Q15125,Q6UX98
Q15125,O95070
Q15125,Q8TDT2
Q15125,Q12983
Q15125,Q2M3R5
Q15125,Q96LL9
Q15125,Q8N8N0
Q15125,P81534
Q15125,Q8N6S5
Q15125,P17152
Q15125,P07204
Q15125,Q6UWT4
Q15125,Q5JXX7
Q15125,Q8N661
Q15125,Q8NEW7
Q15125,Q96EC8
Q15125,Q6UX34
Q15125,Q7RTS5
Q15125,Q2M2E3
Q15125,Q8IXB3
Q15125,Q68G75
Q15125,Q86W74
Q15125,P78329
Q15125,Q9H0R3
Q15125,P54315
Q15125,Q969S6
Q15125,A0PK00
Q15125,Q96F15
Q15125,Q7Z4F1
Q15125,Q8NBD8
Q15125,Q8WW34
Q15125,Q5QGT7
Q15125,Q9Y385
Q15125,Q9P0B6
Q15125,Q5T700
Q15125,Q8N2H4
Q15125,Q99519
Q15125,O95870
Q15125,Q5J8X5
Q15125,Q8IY26
Q15125,Q9NTJ5
Q15125,Q8WWP7
Q15125,Q16873
Q15125,P57105
Q15125,Q9NSU2
Q15125,Q9Y3D6
Q15125,Q9NWH2
Q15125,Q9NRX6
Q15125,P63027
Q15125,Q969E2
Q15125,B2RUZ4
Q15125,Q8N511
Q15125,Q9BZL3
Q15125,O14925
Q15125,O75396
Q15125,Q8NHW4
O15294,Q9UHR5
O15294,Q8N9R8
O15294,Q15973
Q9UMY4,Q15041
Q9UMY4,Q9NS64
P31785,P60410
P31785,Q6L8G8
Q0D2K3,A0JLT2
Q0D2K3,Q8TE85
Q0D2K3,P61296
Q0D2K3,Q96HU8
Q0D2K3,Q8N7W2
Q0D2K3,Q16695
Q0D2K3,Q15669
Q0D2K3,Q6ZNG0
Q0D2K3,Q8NCA9
Q0D2K3,Q9UI47
Q0D2K3,Q8TC17
Q0D2K3,P59942
Q0D2K3,P86478
Q0D2K3,Q5SSQ6
Q0D2K3,Q9NZH5
Q8TDV5,Q12797
P38159,Q8NE01
P38159,Q86VE0
P38159,Q9GZU5
P38159,P0DJD3
P38159,A6NEQ0
Q969F0,Q8N128
Q969F0,Q8N4S9
Q969F0,Q95460
Q969F0,Q9Y279
Q969F0,Q9ULS6
Q969F0,P07307
Q969F0,O95159
Q969F0,P25024
Q969F0,Q96QK8
Q969F0,Q8WWF3
Q969F0,Q7Z5B4
Q969F0,Q9GZY8
Q969F0,O00155
Q969F0,Q7Z5P4
Q969F0,Q86UD3
Q969F0,Q6PEW1
Q969F0,Q8N386
Q969F0,Q12983
Q969F0,Q96LL9
Q969F0,Q9NS64
Q969F0,Q6RW13
Q969F0,P17152
Q969F0,Q7RTS6
Q969F0,Q9BXU9
Q969F0,Q7Z7N9
Q969F0,Q86Z23
Q969F0,Q5SNT2
Q969F0,Q6UX27
Q969F0,Q96F15
Q969F0,Q5QGT7
Q969F0,Q8TAC9
P43358,Q5SW96
P43358,Q2YD98
P43358,P10176
P43358,Q8N4P3
Q15738,Q5JXX7
Q15738,Q9Y320
O15231,Q8WWB5
O15231,O75031
O15231,Q6ZRT6
Q86WR0,Q9H8W4
Q6NT76,Q5SQQ9
Q6NT76,Q92914
Q6NT76,Q9BWG6
Q6NT76,P32969
Q6NT76,Q8N7W2
Q6NT76,Q99633
Q6NT76,Q9UGP5
Q6NT76,P25800
Q6NT76,Q9P0T4
Q6NT76,Q9HCK0
Q6NT76,Q15560
Q6NT76,Q86YD7
Q6NT76,Q92993
Q6NT76,Q3SY00
Q6NT76,P49411
Q6NT76,Q9H7E9
Q6NT76,P19544
Q6NT76,Q9UBU8
Q6NT76,Q96EZ8
Q6NT76,Q02548
Q6NT76,P15622
Q6NT76,Q9NTX9
Q6NT76,Q8NHY3
Q9NQY0,Q9BRT9
Q9NQY0,Q9UBU9
Q9NQY0,O15160
Q9NQY0,Q9NWQ9
Q9NQY0,Q86WT6
Q9NQY0,Q9BZL1
O60496,P07947
Q9NYZ2,Q9UL41
P49675,Q9UNK0
P49675,Q6RW13
P49675,Q8IZR5
P49675,Q6ZPD8
Q9NSN8,Q9HB19
O76081,O14633
O76081,Q86SG6
O76081,Q9BYE3
O76081,P05187
O76081,Q6EMK4
O76081,Q5TA76
O76081,Q5TCM9
O76081,Q5T7P2
O76081,Q5TA81
O76081,Q9BYQ0
O76081,Q6L8G4
O76081,Q9BYQ3
O76081,Q5T754
O76081,Q5T5A8
O76081,P26371
O75410,Q92889
O75410,Q96MX3
Q7Z5G4,Q6PIL6
Q7Z5G4,Q6L9T8
Q8NEB5,Q14542
Q8NEB5,Q4LDR2
Q9BRT9,Q68G74
Q9BRT9,Q9NPF5
Q9BRT9,Q9NSA3
P06850,P60410
P06850,A8MQ03
P06850,Q9BYQ3
P06850,Q9BYS1
P06850,Q8IUG1
P06850,P26371
P06850,Q7Z3S9
P06850,-
Q9BYV6,P54725
Q9GZV8,Q86UY5
Q9GZV8,Q9BVN2
Q9GZV8,Q7Z5V6
Q9GZV8,Q9BWG6
Q9GZV8,Q96GN5
Q9GZV8,P55040
Q9GZV8,Q8IVS8
Q9GZV8,Q86VE0
Q9GZV8,Q64LD2
Q9GZV8,P98175
Q9GZV8,P15622
Q9GZV8,Q63ZY3
Q9GZV8,Q15561
Q9GZV8,Q9Y4C2
Q9GZV8,Q96SQ5
Q9GZV8,P29972
P54274,Q9NR81
P54274,Q15004
P54274,Q96MP8
Q8N8Y2,Q8N443
Q8N8Y2,Q9BVN2
Q8N8Y2,Q9UKT9
Q8N8Y2,Q04864
Q8N8Y2,Q6S9Z5
Q8N8Y2,Q15019
Q8N8Y2,Q6IPU0
Q8N8Y2,Q0VD86
Q8N8Y2,Q03989
Q8N8Y2,Q9BSH3
O00559,Q9BRI3
O00559,P78382
O00559,Q9H5X1
O00559,Q13277
O00559,Q8NH19
O00559,Q96G79
O00559,Q12983
O00559,Q6UX40
O00559,Q6UXB4
O00559,Q8N912
O00559,Q6ZUI0
O00559,Q9ULC5
O00559,Q969S0
O00559,O60831
Q6UXX9,Q96EG3
Q6UXX9,Q8NEC5
Q6UXX9,P60371
Q6UXX9,A8MQ03
Q6UXX9,P60328
Q969L2,Q9UKF7
Q969L2,Q96E29
Q969L2,Q96BA8
Q969L2,Q8NI60
Q969L2,Q9UGP5
Q969L2,Q9NY72
Q969L2,P40426
Q969L2,Q9H6H4
Q969L2,Q3SXY8
Q969L2,P08034
Q969L2,Q9UBD0
Q969L2,Q8TDT2
Q969L2,Q8WY91
Q969L2,P15941
Q969L2,Q8NET5
Q969L2,Q6IN84
O15372,O94875
Q9BRU9,Q08379
Q9BRU9,Q96N21
Q9BRU9,Q8NI38
Q9BRU9,O76015
Q9BRU9,A8MQ03
Q9BRU9,P60328
Q9BRU9,Q8IUG1
Q9Y6M9,P43364
Q86UY5,P57075
Q86UY5,Q86YR5
Q86UY5,O75593
Q86UY5,Q12951
Q86UY5,P47897
Q86UY5,Q9Y5V3
Q86UY5,Q96CN9
Q86UY5,Q15038
Q86UY5,Q8IUC2
Q86UY5,Q3LI66
Q86UY5,A8MQ03
Q86UY5,-
P98155,-
Q9UIJ7,P60410
Q99541,O95562
P42772,Q6P9H4
P42772,Q9BVN2
P42772,Q0VD86
P05015,O14964
Q96LT7,O75817
Q96LT7,Q86UV7
Q96LT7,O14994
Q8N3Z6,Q5T753
Q8N3Z6,P15622
Q5JTY5,Q96E35
Q92529,Q6P1K2
Q92529,Q9UK41
Q92529,Q04864
Q92529,Q92574
Q92529,Q86U10
Q92529,Q70EL1
Q92529,Q7L5N1
Q92529,Q8WUE5
Q92529,O43790
Q92529,Q9BXL8
Q92529,Q8ND90
Q92529,Q9H7B4
Q92529,Q9NZC7
Q92529,P31321
Q92529,Q6A163
Q92529,Q92764
Q92529,A6NEM1
Q5SR56,Q8N6R1
Q5SR56,P11836
Q5SR56,Q9NRZ7
Q5SR56,O95159
Q5SR56,Q14416
Q5SR56,Q8WVX3
Q5SR56,Q96AG3
Q5SR56,Q9BWH2
Q5SR56,Q13277
Q5SR56,Q7Z6L0
Q5SR56,Q9BTX3
Q5SR56,Q8N6G5
Q5SR56,Q15041
Q5SR56,Q0VAQ4
Q5SR56,Q96NA8
Q5SR56,Q6UX98
Q5SR56,Q12983
Q5SR56,Q96LL9
Q5SR56,Q9BQA9
Q5SR56,Q5JXX7
Q5SR56,Q15848
Q5SR56,Q96EC8
Q5SR56,Q4V9L6
Q5SR56,Q8N912
Q5SR56,Q8IXB3
Q5SR56,Q6ZUI0
Q5SR56,O14493
Q5SR56,Q7Z4F1
Q5SR56,Q8NBD8
Q5SR56,Q8WW34
Q5SR56,Q9Y385
Q5SR56,Q9NTJ5
Q5SR56,Q8WWP7
Q5SR56,Q9Y320
Q5SR56,O43561
Q5SR56,Q9NSU2
Q5SR56,Q9NRX6
Q5SR56,Q8NHW4
Q8TBJ4,Q9BRI3
Q8TBJ4,Q6ZT21
Q8TBJ4,P26678
Q8TBJ4,O15243
Q9NRY2,Q14129
Q9NRY2,Q03989
Q9NRY2,Q9NP55
P27105,Q8N6R1
P27105,P50281
P27105,P02652
P27105,Q8N6F1
P27105,Q14416
P27105,Q9H9B4
P27105,Q9BWH2
P27105,Q9NRQ5
P27105,Q96DZ9
P27105,P06681
P27105,Q9BTX3
P27105,O60883
P27105,O00155
P27105,Q96IV6
P27105,O14798
P27105,O43916
P27105,Q9NS64
P27105,Q8N661
P27105,Q96EC8
P27105,P27449
P27105,Q13635
P27105,Q969S6
P27105,A0PK00
P27105,Q96F15
P27105,Q5QGT7
P27105,Q8WV19
P27105,Q969S0
P27105,Q4LDR2
P27105,O95562
P27105,Q8WWP7
P27105,P0DJD7
P27105,P01375
P27105,A0PK11
Q96E11,Q9Y4P8
Q96E11,Q96DZ9
Q96E11,Q8N9N5
Q96E11,Q9H9D4
Q96E11,Q8IZU0
Q96E11,Q6RW13
Q96E11,Q13643
Q96E11,Q6A162
Q9NRF9,Q14919
O75683,Q8IZU0
Q15528,Q96HA8
Q15528,O14964
Q9GZR2,O75031
Q9Y5Q8,P60328
Q9NWX5,Q9BVJ7
Q9NWX5,O14492
Q9NWX5,P11230
Q9NWX5,P00540
Q9NWX5,O15273
Q9NWX5,B2RXF5
Q9NWX5,Q8N720
Q9NWX5,Q96SQ5
Q9NWX5,Q8IX15
Q9NR46,Q96HA8
Q9NR46,Q9UBU9
Q9NR46,P07947
Q9NR46,P60410
Q9NR46,Q9BYR2
Q9NR46,Q6L8G4
Q9NR46,Q9BYQ3
Q9NR46,P60331
O14684,Q8N6R1
O14684,Q8WVX3
O14684,Q6PI78
O14684,Q9NRQ5
O14684,O95070
O14684,Q9H0R3
O14684,Q96F15
O14684,Q8WWP7
P80188,Q12837
P80188,Q969S2
P80188,Q9Y6Y9
P80188,P13667
P80188,P57075
P80188,Q9NXW9
P80188,P54646
P80188,Q6NZ36
P80188,Q9BWG6
P80188,P49069
P80188,P49419
P80188,Q9UGP5
P80188,Q9H6B4
P80188,Q8IYX1
P80188,Q9UL33
P80188,Q6ISS4
P80188,O43715
P80188,P20396
P80188,Q8IXL7
P80188,Q17RF5
P80188,O14595
P80188,Q969M7
P80188,P07237
P80188,Q86Y79
P80188,Q96JG8
P80188,Q9UHD9
P80188,B3EWG5
P80188,Q96FA3
P80188,Q96EQ0
P80188,Q12797
P80188,Q15517
P80188,O96006
Q6UWE0,Q9H898
Q6UWE0,Q9NPF5
Q86WR7,O95833
Q86WR7,Q92993
Q9UBI1,Q8WWB5
Q5VUB5,A6NK89
Q9H8M7,P0CI25
Q9H8M7,P54725
Q9H8M7,Q15038
Q9H8M7,P0CI26
Q5W0B7,P41181
Q5W0B7,Q8TDT2
Q5W0B7,Q7Z7N9
Q8NE31,Q9UBU8
Q96F24,P54646
Q9NQ94,Q8NCR6
Q9NQ94,Q8N6F8
Q9NQ94,Q16082
Q9NQ94,A6NJZ7
Q9NQ94,Q5BKX5
Q9NQ94,Q58EX7
Q9NQ94,A8MQ03
Q9NQ94,-
Q9H2I8,P47224
Q13555,Q9UBU9
Q13555,Q96SI9
Q13555,Q6P1R4
Q13555,Q9Y3B7
Q13555,Q3LI64
Q13555,P62508
Q13555,Q63ZY3
Q13555,-
Q13555,Q7Z4W3
Q15847,Q14116
Q15327,Q96GN5
Q15327,Q5MJ10
Q70Z53,Q70IA6
Q5SQQ9,Q92997
Q5SQQ9,P42568
Q5SQQ9,Q9BUI4
Q5SQQ9,P62508
Q5SQQ9,Q5MJ10
Q5SXH7,Q9NUJ3
Q9NQB0,A1KXE4
Q9NQB0,Q92574
Q9NQB0,Q6NVU6
Q9NQB0,Q3LI64
Q9NQB0,Q3LI66
Q9NQB0,Q3LI72
Q9NQB0,Q3LI59
Q9NQB0,Q5BKX5
Q9NQB0,Q8IZ26
Q9NQB0,A8MQ03
Q9NQB0,Q9NP55
Q9NQB0,P86478
Q9NQB0,-
Q9NQB0,Q3SYF9
Q9NQB0,Q8IUC3
Q8IWB1,Q86WH2
Q8IWB1,O15173
Q8IWB1,Q96EQ0
O43184,Q16348
O43184,O43609
O43184,Q9NQ30
O43184,P78385
O43184,Q5TCM9
O43184,Q3LI66
O43184,Q9BYQ0
O43184,Q9C004
O43184,P60410
O43184,Q07627
O43184,A8MQ03
O43184,Q6L8G9
O43184,Q9BYR7
O43184,Q9BYR8
O43184,Q9BQ66
O43184,P59991
O43184,Q8IUG1
O43184,Q9BYQ4
O43184,P26371
O43184,Q7Z3S9
O43184,-
O43665,Q9H8W4
O43903,Q8IYX1
Q9NUP9,P07947
Q9HCJ2,Q9UHJ9
Q9HCJ2,Q8NC01
Q9HCJ2,Q13190
Q9HCJ2,O95393
Q9HCJ2,Q8N6F1
Q9HCJ2,P29033
Q9HCJ2,Q96DZ9
Q9HCJ2,Q6RW13
Q9HCJ2,A2A2V5
Q9HCJ2,Q96EC8
Q9HCJ2,Q6UXB4
Q9HCJ2,Q6PL45
Q9HCJ2,Q6UX27
Q9HCJ2,Q8TAF8
Q9HCJ2,B2RUZ4
Q9UHJ9,Q9Y624
Q9UHJ9,Q8N6L0
Q9UHJ9,Q13113
Q9UHJ9,Q8TED1
Q9UHJ9,Q8WWF3
Q9UHJ9,Q4KMG9
Q9UHJ9,Q7Z7G2
Q9UHJ9,Q3SXY8
Q9UHJ9,Q8TBE3
Q9UHJ9,Q8TDT2
Q9UHJ9,Q86WK6
Q9UHJ9,O95471
Q9UHJ9,O15393
Q9UHJ9,O95377
Q9UHJ9,A8MQ03
Q9UHJ9,P36382
P11684,Q9BTV4
Q53GQ0,Q9UHD9
Q7L2H7,Q8N7C3
Q7L2H7,Q6ZMS7
Q6IB77,-
Q53FT3,P32243
Q53FT3,O94929
O94919,P62760
Q6PF15,Q8WUN7
Q6PF15,B3EWG5
Q6PF15,A6NEM1
Q6N022,Q9BYE3
Q6N022,P17482
Q6N022,P56470
Q6N022,Q9H7X3
Q6N022,Q96SQ5
Q13315,P62508
Q9NRN7,Q5JST6
Q8IW92,A8MQ03
Q6IAA8,P78358
Q7Z4N8,O95429
Q7Z4N8,P28070
Q7Z4N8,Q9BVN2
Q7Z4N8,Q5D1E8
Q7Z4N8,Q5T4B2
Q7Z4N8,Q9UJW9
Q7Z4N8,A5D8V6
Q7Z4N8,Q6ZMJ2
Q7Z4N8,Q8WUE5
Q7Z4N8,O75360
Q7Z4N8,Q9UJ68
Q7Z4N8,Q9NSA3
Q7Z4N8,P43356
Q7Z4N8,Q8IUC2
Q7Z4N8,P78358
Q7Z4N8,P18825
Q7Z4N8,Q86Y26
Q7Z4N8,Q3LI64
Q7Z4N8,O14964
Q7Z4N8,Q3LI72
Q7Z4N8,Q6QNY1
Q7Z4N8,Q9NZ72
Q7Z4N8,P59942
Q7Z4N8,Q9Y4H4
Q7Z4N8,Q9BSH3
Q9BZ11,Q96Q45
Q9BZ11,Q96BA8
Q9BZ11,Q9BRI3
Q9BZ11,Q3ZAQ7
Q9BZ11,P07307
Q9BZ11,Q16585
Q9BZ11,P57739
Q9BZ11,Q6UXG8
Q9BZ11,O43278
Q9BZ11,Q6P531
Q9BZ11,Q9BXN2
Q9BZ11,Q6UW88
Q9BZ11,P15941
Q9BZ11,O76036
Q9BZ11,P07766
Q9BZ11,P0CK97
Q9BZ11,P43631
Q9H8E8,P14373
Q03395,Q8N138
Q96HJ5,A2RU14
Q96HJ5,O95159
Q96HJ5,O95393
Q96HJ5,O95832
Q96HJ5,Q96CE8
Q96HJ5,Q9Y6I9
Q96HJ5,Q8WVX3
Q96HJ5,Q9NRQ5
Q96HJ5,Q9UNK0
Q96HJ5,Q6ZP80
Q96HJ5,Q12983
Q96HJ5,Q6UX40
Q96HJ5,Q15848
Q96HJ5,Q96EC8
Q96HJ5,P52803
Q96HJ5,P56747
Q96HJ5,Q8N0U8
Q96HJ5,Q8WW34
Q96HJ5,Q9P0B6
Q96HJ5,Q5J8X5
Q96HJ5,Q8IY26
Q96HJ5,Q9BZL3
Q8N684,Q7Z2X4
Q8N684,Q9BV90
Q8N684,P54646
Q8N684,Q96PV6
Q8N684,P49773
Q8N684,P52597
Q8N684,Q8NEC5
Q8N684,P62993
Q8N684,Q96RF0
Q8N684,P98175
Q8N684,Q8IYR0
Q01362,Q8N2M4
O14681,O15173
Q9H410,O14964
O94964,Q3B820
O94964,Q5JST6
O94964,Q86Y26
O94964,-
Q9BX40,Q96HA8
Q9BX40,Q8N8B7
Q9BYJ9,Q9Y5J3
Q9BYJ9,A5D8V6
Q9BYJ9,Q8N1L9
Q9BYJ9,Q9Y5V3
Q9BYJ9,B1ATL7
Q9BYJ9,Q8IUC2
Q9BYJ9,Q8IZ26
Q9BYJ9,Q6PEX3
Q9BYJ9,Q8IUC0
Q9BYJ9,Q6UXA7
Q9BYJ9,Q8IUC3
Q8WV07,Q9NRH1
Q9BRQ3,Q8IYX7
Q9BRQ3,P17023
Q9BRQ3,Q9BVN2
Q9BRQ3,Q70EL1
Q9BRQ3,P52747
Q9BRQ3,Q53HC5
Q9BRQ3,Q9P0T4
Q9BRQ3,Q86T24
Q9BRQ3,Q5T619
Q9BRQ3,Q0VD86
Q9BRQ3,P15884
Q9BRQ3,Q03989
Q9BRQ3,Q8TD17
Q9BRQ3,Q8N720
Q86UX7,Q8N6D5
Q86UX7,Q99633
O76062,Q5TA81
O76062,A8MQ03
O95947,Q96A09
O95947,Q8N6F8
O95947,Q92574
O95947,Q70EL1
O95947,Q3V5L5
O95947,Q9NUJ3
O95947,Q9Y5V3
O95947,Q8IUC1
O95947,Q15038
O95947,Q3LI66
O95947,Q5BKX5
O95947,Q8IZ26
O95947,A8MQ03
O95947,Q8IUC0
O95947,P86478
O95947,-
O95947,Q5SWW7
P60510,O95872
Q9UL54,-
Q8NC01,Q8TED1
Q8NC01,Q5QGZ9
Q8NC01,Q8TBE3
Q8NC01,Q8N609
Q8NC01,Q8N386
Q8NC01,Q8TDT2
Q8NC01,Q9Y676
Q5T2T1,Q5VVJ2
Q5T2T1,O75506
P12314,Q8IZ57
P12314,O95393
P12314,Q8N6F1
P12314,Q8N5M9
P12314,Q9BXN2
P12314,Q9NS64
P12314,Q86VB7
P12314,Q15848
P12314,Q6UX27
P12314,Q92520
P12314,Q8TAF8
A2RU14,Q96B21
A2RU14,Q8WWH4
A2RU14,Q9BZJ8
A2RU14,P48051
A2RU14,Q96SJ8
A2RU14,P30273
A2RU14,P38484
A2RU14,Q8WY98
A2RU14,O75056
A2RU14,P16410
A2RU14,Q96CE8
A2RU14,Q8TED1
A2RU14,O95279
A2RU14,Q8WWF3
A2RU14,P57739
A2RU14,Q4KMG9
A2RU14,Q7Z7G2
A2RU14,P41181
A2RU14,-
A2RU14,Q9UGN4
A2RU14,Q6PEY1
A2RU14,Q96G97
A2RU14,Q9GZY8
A2RU14,Q3SXY8
A2RU14,P08034
A2RU14,Q6ZP80
A2RU14,A2A2Y4
A2RU14,P34981
A2RU14,Q8TDT2
A2RU14,Q5JXX7
A2RU14,Q8N112
A2RU14,O15393
A2RU14,Q6ZS10
A2RU14,Q9NTQ9
A2RU14,Q9BQ51
A2RU14,Q8TAF8
A2RU14,Q9NXB9
A2RU14,Q6UWW9
A2RU14,P43631
A2RU14,Q9BZL3
O00422,Q96HA8
Q86T90,Q96MY7
Q86T90,P54646
Q86T90,Q8N3L3
Q86T90,P25800
Q86T90,Q3B820
Q86T90,Q9H257
Q86T90,Q6IPU0
Q86T90,Q8N5A5
Q86T90,O15078
Q86T90,A8MT33
Q86T90,Q8IYR0
Q86T90,Q8IYE1
Q86V42,Q14005
Q8N2G4,Q9NRY7
Q8NI32,Q3ZAQ7
P49767,Q96EQ0
Q68D86,Q2TBE0
Q68D86,Q8TEC5
Q68D86,Q9UM82
Q68D86,P19237
